id	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus
gbif.org/species/2487408	gbif.org/species/2487408	Vireo philadelphicus	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	philadelphicus	Especie	(Cassini, 1851)	Philadelphia Vireo	Válido
gbif.org/species/2487452	gbif.org/species/2487452	Vireo leucophrys	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	leucophrys	Especie	(Lafresnaye, 1844)	Brown-capped Vireo	Válido
gbif.org/species/2487430	gbif.org/species/2487430	Vireo olivaceus	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	olivaceus	Especie	(Linnaeus, 1766)	Red-eyed Vireo	Válido
gbif.org/species/8345406	gbif.org/species/8345406	Vireo chivi	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	chivi	Especie	(Vieillot, 1817)	Chivi Vireo	Válido
gbif.org/species/2487426	gbif.org/species/2487426	Vireo flavoviridis	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	flavoviridis	Especie	(Cassin, 1851)	Yellow-green Vireo	Válido
gbif.org/species/2487463	gbif.org/species/2487463	Vireo altiloquus	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	altiloquus	Especie	(Vieillot, 1808)	Black-whiskered Vireo	Válido
gbif.org/species/2482544	gbif.org/species/2482544	Cyanolyca armillata	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanolyca	armillata	Especie	(G.R. Gray, 1845)	Black-collared Jay	Válido
gbif.org/species/2482549	gbif.org/species/2482549	Cyanolyca turcosa	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanolyca	turcosa	Especie	(Bonaparte, 1853)	Turquoise Jay	Válido
gbif.org/species/2482546	gbif.org/species/2482546	Cyanolyca pulchra	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanolyca	pulchra	Especie	(Lawrence, 1876)	Beautiful Jay	Válido
gbif.org/species/2482564	gbif.org/species/2482564	Cyanocorax violaceus	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocorax	violaceus	Especie	(Du Bus de Gisignies, 1847)	Violaceous Jay	Válido
gbif.org/species/2482559	gbif.org/species/2482559	Cyanocorax affinis	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocorax	affinis	Especie	(Pelzeln, 1856)	Black-chested Jay	Válido
gbif.org/species/2482573	gbif.org/species/2482573	Cyanocorax heilprini	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocorax	heilprini	Especie	(Gentry, 1885)	Azure-naped Jay	Válido
gbif.org/species/2482565	gbif.org/species/2482565	Cyanocorax yncas	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocorax	yncas	Especie	(Boddaert, 1783)	Green Jay	Válido
gbif.org/species/9415596	gbif.org/species/9415596	Eremophila alpestris	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Eremophila	alpestris	Especie	(Linnaeus, 1758)	Horned Lark	Válido
gbif.org/species/2489207	gbif.org/species/2489207	Pygochelidon cyanoleuca	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Pygochelidon	cyanoleuca	Especie	(Vieillot, 1817)	Blue-and-white Swallow	Válido
gbif.org/species/6086702	gbif.org/species/6086702	Pygochelidon melanoleuca	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Pygochelidon	melanoleuca	Especie	(M.Wied-Neuwied, 1820)	Black-collared Swallow	Válido
gbif.org/species/4352334	gbif.org/species/4352334	Alopochelidon fucata	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Alopochelidon	fucata	Especie	(Temminck, 1822)	Tawny-headed Swallow	Válido
gbif.org/species/7340421	gbif.org/species/7340421	Orochelidon murina	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Orochelidon	murina	Especie	(Cassin, 1853)	Brown-bellied Swallow	Válido
gbif.org/species/6086696	gbif.org/species/6086696	Orochelidon flavipes	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Orochelidon	flavipes	Especie	(Chapman, 1922)	Pale-footed Swallow	Válido
gbif.org/species/5230746	gbif.org/species/5230746	Atticora fasciata	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Atticora	fasciata	Especie	(Gmelin, 1789)	White-banded Swallow	Válido
gbif.org/species/7340409	gbif.org/species/7340409	Atticora tibialis	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Atticora	tibialis	Especie	(Cassin, 1853)	White-thighed Swallow	Válido
gbif.org/species/2489202	gbif.org/species/2489202	Stelgidopteryx serripennis	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Stelgidopteryx	serripennis	Especie	(Audubon, 1838)	Northern Rough-winged Swallow	Válido
gbif.org/species/2489203	gbif.org/species/2489203	Stelgidopteryx ruficollis	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Stelgidopteryx	ruficollis	Especie	(Vieillot, 1817)	Southern Rough-winged Swallow	Válido
gbif.org/species/2489136	gbif.org/species/2489136	Progne tapera	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Progne	tapera	Especie	(Linnaeus, 1766)	Brown-chested Martin	Válido
gbif.org/species/2489129	gbif.org/species/2489129	Progne subis	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Progne	subis	Especie	(Linnaeus, 1758)	Purple Martin	Válido
gbif.org/species/2489133	gbif.org/species/2489133	Progne chalybea	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Progne	chalybea	Especie	(Gmelin, 1789)	Gray-breasted Martin	Válido
gbif.org/species/2489140	gbif.org/species/2489140	Progne elegans	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Progne	elegans	Especie	(S.F. Baird, 1865)	Southern Martin	Válido
gbif.org/species/2489181	gbif.org/species/2489181	Tachycineta bicolor	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	bicolor	Especie	(Vieillot, 1808)	Tree Swallow	Válido
gbif.org/species/5230754	gbif.org/species/5230754	Tachycineta thalassina	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	thalassina	Especie	(Swainson, 1827)	Violet-green Swallow	Válido
gbif.org/species/5230759	gbif.org/species/5230759	Tachycineta albiventer	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	albiventer	Especie	(Boddaert, 1783)	White-winged Swallow	Válido
gbif.org/species/5230762	gbif.org/species/5230762	Tachycineta albilinea	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	albilinea	Especie	(Lawrence, 1863)	Mangrove Swallow	Válido
gbif.org/species/5230758	gbif.org/species/5230758	Tachycineta cyaneoviridis	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	cyaneoviridis	Especie	(H. Bryant, 1859)	Bahama Swallow	Válido
gbif.org/species/2489160	gbif.org/species/2489160	Riparia riparia	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Riparia	riparia	Especie	(Linnaeus, 1758)	Bank Swallow	Válido
gbif.org/species/9515886	gbif.org/species/9515886	Hirundo rustica	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	rustica	Especie	(Linnaeus, 1758)	Barn Swallow	Válido
gbif.org/species/2489169	gbif.org/species/2489169	Petrochelidon pyrrhonota	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	pyrrhonota	Especie	(Vieillot, 1817)	Cliff Swallow	Válido
gbif.org/species/2489166	gbif.org/species/2489166	Petrochelidon fulva	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	fulva	Especie	(Vieillot, 1808)	Cave Swallow	Válido
gbif.org/species/2493836	gbif.org/species/2493836	Microcerculus marginatus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Microcerculus	marginatus	Especie	(P.L. Sclater, 1855)	Scaly-breasted Wren	Válido
gbif.org/species/2493834	gbif.org/species/2493834	Microcerculus bambla	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Microcerculus	bambla	Especie	(Boddaert, 1783)	Wing-banded Wren	Válido
gbif.org/species/2493953	gbif.org/species/2493953	Odontorchilus branickii	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Odontorchilus	branickii	Especie	(Taczanowski & Berlepsch, 1885)	Gray-mantled Wren	Válido
gbif.org/species/5231459	gbif.org/species/5231459	Troglodytes aedon	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	aedon	Especie	(Vieillot, 1809)	House Wren	Válido
gbif.org/species/5231453	gbif.org/species/5231453	Troglodytes ochraceus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	ochraceus	Especie	(Ridgway, 1882)	Ochraceous Wren	Válido
gbif.org/species/5231437	gbif.org/species/5231437	Troglodytes solstitialis	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	solstitialis	Especie	(P.L. Sclater, 1859)	Mountain Wren	Válido
gbif.org/species/5231458	gbif.org/species/5231458	Troglodytes monticola	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	monticola	Especie	(Bangs, 1899)	Santa Marta Wren	Válido
gbif.org/species/2493890	gbif.org/species/2493890	Cistothorus platensis	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cistothorus	platensis	Especie	(Latham, 1790)	Grass Wren	Válido
gbif.org/species/2493862	gbif.org/species/2493862	Cistothorus apolinari	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cistothorus	apolinari	Especie	(Chapman, 1914)	Apolinar's Wren	Válido
gbif.org/species/5231470	gbif.org/species/5231470	Campylorhynchus albobrunneus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	albobrunneus	Especie	(Lawrence, 1862)	White-headed Wren	Válido
gbif.org/species/5231469	gbif.org/species/5231469	Campylorhynchus zonatus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	zonatus	Especie	(Lesson, 1832)	Band-backed Wren	Válido
gbif.org/species/5231472	gbif.org/species/5231472	Campylorhynchus nuchalis	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	nuchalis	Especie	(Cabanis, 1847)	Stripe-backed Wren	Válido
gbif.org/species/5231480	gbif.org/species/5231480	Campylorhynchus griseus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	griseus	Especie	(Swainson, 1838)	Bicolored Wren	Válido
gbif.org/species/5231468	gbif.org/species/5231468	Campylorhynchus turdinus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	turdinus	Especie	(Wied-Neuwied, 1821)	Thrush-like Wren	Válido
gbif.org/species/7341222	gbif.org/species/7341222	Pheugopedius spadix	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	spadix	Especie	(Bangs, 1910)	Sooty-headed Wren	Válido
gbif.org/species/7341215	gbif.org/species/7341215	Pheugopedius fasciatoventris	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	fasciatoventris	Especie	(Lafresnaye, 1845)	Black-bellied Wren	Válido
gbif.org/species/7341209	gbif.org/species/7341209	Pheugopedius euophrys	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	euophrys	Especie	(P.L. Sclater, 1860)	Plain-tailed Wren	Válido
gbif.org/species/7341190	gbif.org/species/7341190	Pheugopedius mystacalis	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	mystacalis	Especie	(P.L. Sclater, 1860)	Whiskered Wren	Válido
gbif.org/species/7341156	gbif.org/species/7341156	Pheugopedius coraya	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	coraya	Especie	(Gmelin, 1789)	Coraya Wren	Válido
gbif.org/species/7341141	gbif.org/species/7341141	Pheugopedius rutilus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	rutilus	Especie	(Vieillot, 1819)	Rufous-breasted Wren	Válido
gbif.org/species/7341126	gbif.org/species/7341126	Pheugopedius sclateri	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	sclateri	Especie	(Taczanowski, 1879)	Speckle-breasted Wren	Válido
gbif.org/species/7341088	gbif.org/species/7341088	Thryophilus rufalbus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryophilus	rufalbus	Especie	(Lafresnaye, 1845)	Rufous-and-white Wren	Válido
gbif.org/species/7652738	gbif.org/species/7652738	Thryophilus sernai	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryophilus	sernai	Especie	(Lara, Cuervo, Valderrama, Calderón-F & Cadena, 2012)	Antioquia Wren	Válido
gbif.org/species/6089798	gbif.org/species/6089798	Thryophilus nicefori	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryophilus	nicefori	Especie	(Meyer de Schauensee, 1946)	Niceforo's Wren	Válido
gbif.org/species/7341082	gbif.org/species/7341082	Cantorchilus leucopogon	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cantorchilus	leucopogon	Especie	(Salvadori & Festa, 1899)	Stripe-throated Wren	Válido
gbif.org/species/7341063	gbif.org/species/7341063	Cantorchilus nigricapillus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cantorchilus	nigricapillus	Especie	(P.L. Sclater, 1860)	Bay Wren	Válido
gbif.org/species/7341038	gbif.org/species/7341038	Cantorchilus leucotis	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cantorchilus	leucotis	Especie	(Lafresnaye, 1845)	Buff-breasted Wren	Válido
gbif.org/species/2493788	gbif.org/species/2493788	Cinnycerthia unirufa	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cinnycerthia	unirufa	Especie	(Lafresnaye, 1840)	Rufous Wren	Válido
gbif.org/species/7341239	gbif.org/species/7341239	Cinnycerthia olivascens	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cinnycerthia	olivascens	Especie	(Sharpe, 1882)	Sharpe's Wren	Válido
gbif.org/species/2493958	gbif.org/species/2493958	Henicorhina leucosticta	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Henicorhina	leucosticta	Especie	(Cabanis, 1847)	White-breasted Wood-Wren	Válido
gbif.org/species/2493957	gbif.org/species/2493957	Henicorhina leucophrys	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Henicorhina	leucophrys	Especie	(Tschudi, 1844)	Gray-breasted Wood-Wren	Válido
gbif.org/species/9118881	gbif.org/species/9118881	Henicorhina anachoreta	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Henicorhina	anachoreta	Especie	(Bangs, 1899)	Hermit Wood-Wren	Válido
gbif.org/species/5789241	gbif.org/species/5789241	Henicorhina negreti	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Henicorhina	negreti	Especie	(P.G.W. Salaman, Coopmans, T.M. Donegan, M. Mulligan, A. Cortes, S.L. Hilty & L.A. Ortega, 2003)	Munchique Wood-Wren	Válido
gbif.org/species/5231434	gbif.org/species/5231434	Cyphorhinus thoracicus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cyphorhinus	thoracicus	Especie	(Tschudi, 1844)	Chestnut-breasted Wren	Válido
gbif.org/species/5231435	gbif.org/species/5231435	Cyphorhinus phaeocephalus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cyphorhinus	phaeocephalus	Especie	(P.L. Sclater, 1860)	Song Wren	Válido
gbif.org/species/7340634	gbif.org/species/7340634	Cyphorhinus arada	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cyphorhinus	arada	Especie	(Hermann, 1783)	Musician Wren	Válido
gbif.org/species/5230510	gbif.org/species/5230510	Microbates collaris	Animalia	Chordata	Aves	Passeriformes	Polioptilidae	Microbates	collaris	Especie	(Pelzeln, 1868)	Collared Gnatwren	Válido
gbif.org/species/5230511	gbif.org/species/5230511	Microbates cinereiventris	Animalia	Chordata	Aves	Passeriformes	Polioptilidae	Microbates	cinereiventris	Especie	(P.L. Sclater, 1855)	Half-collared Gnatwren	Válido
gbif.org/species/9393917	gbif.org/species/9393917	Ramphocaenus melanurus	Animalia	Chordata	Aves	Passeriformes	Polioptilidae	Ramphocaenus	melanurus	Especie	(Vieillot, 1819)	Trilling Gnatwren	Válido
gbif.org/species/2487583	gbif.org/species/2487583	Polioptila plumbea	Animalia	Chordata	Aves	Passeriformes	Polioptilidae	Polioptila	plumbea	Especie	(Gmelin, 1788)	Tropical Gnatcatcher	Válido
gbif.org/species/2487584	gbif.org/species/2487584	Polioptila guianensis	Animalia	Chordata	Aves	Passeriformes	Polioptilidae	Polioptila	guianensis	Especie	(Todd, 1920)	Guianan Gnatcatcher	Válido
gbif.org/species/6101142	gbif.org/species/6101142	Polioptila facilis	Animalia	Chordata	Aves	Passeriformes	Polioptilidae	Polioptila	facilis	Especie	(Zimmer, 1942)	Rio Negro Gnatcatcher	Válido
gbif.org/species/2487582	gbif.org/species/2487582	Polioptila schistaceigula	Animalia	Chordata	Aves	Passeriformes	Polioptilidae	Polioptila	schistaceigula	Especie	(Hartert, 1898)	Slate-throated Gnatcatcher	Válido
gbif.org/species/2493895	gbif.org/species/2493895	Donacobius atricapilla	Animalia	Chordata	Aves	Passeriformes	Donacobiidae	Donacobius	atricapilla	Especie	(Linnaeus, 1766)	Black-capped Donacobius	Válido
gbif.org/species/5231776	gbif.org/species/5231776	Cinclus leucocephalus	Animalia	Chordata	Aves	Passeriformes	Cinclidae	Cinclus	leucocephalus	Especie	(Tschudi, 1844)	White-capped Dipper	Válido
gbif.org/species/2484609	gbif.org/species/2484609	Bombycilla cedrorum	Animalia	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla	cedrorum	Especie	(Vieillot, 1808)	Cedar Waxwing	Válido
gbif.org/species/2490835	gbif.org/species/2490835	Myadestes coloratus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Myadestes	coloratus	Especie	(Nelson, 1912)	Varied Solitaire	Válido
gbif.org/species/2490848	gbif.org/species/2490848	Myadestes ralloides	Animalia	Chordata	Aves	Passeriformes	Turdidae	Myadestes	ralloides	Especie	(Orbigny, 1840)	Andean Solitaire	Válido
gbif.org/species/2490801	gbif.org/species/2490801	Catharus aurantiirostris	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	aurantiirostris	Especie	(Hartlaub, 1850)	Orange-billed Nightingale-Thrush	Válido
gbif.org/species/2490802	gbif.org/species/2490802	Catharus fuscater	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	fuscater	Especie	(Lafresnaye, 1845)	Slaty-backed Nightingale-Thrush	Válido
gbif.org/species/9784421	gbif.org/species/9784421	Catharus maculatus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	maculatus	Especie	(P.L. Sclater, 1858)	Speckled Nightingale-Thrush	Válido
gbif.org/species/2490804	gbif.org/species/2490804	Catharus fuscescens	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	fuscescens	Especie	(Stephens, 1817)	Veery	Válido
gbif.org/species/2490826	gbif.org/species/2490826	Catharus minimus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	minimus	Especie	(Lafresnaye, 1848)	Gray-cheeked Thrush	Válido
gbif.org/species/2490821	gbif.org/species/2490821	Catharus ustulatus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	ustulatus	Especie	(Nuttall, 1840)	Swainson's Thrush	Válido
gbif.org/species/2490872	gbif.org/species/2490872	Hylocichla mustelina	Animalia	Chordata	Aves	Passeriformes	Turdidae	Hylocichla	mustelina	Especie	(P.L. Sclater, 1858)	Wood Thrush	Válido
gbif.org/species/2490712	gbif.org/species/2490712	Entomodestes coracinus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Entomodestes	coracinus	Especie	(Berlepsch, 1897)	Black Solitaire	Válido
gbif.org/species/2490933	gbif.org/species/2490933	Cichlopsis leucogenys	Animalia	Chordata	Aves	Passeriformes	Turdidae	Cichlopsis	leucogenys	Especie	(Cabanis, 1850)	Rufous-brown Solitaire	Válido
gbif.org/species/5789052	gbif.org/species/5789052	Turdus leucops	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	leucops	Especie	(Taczanowski, 1877)	Pale-eyed Thrush	Válido
gbif.org/species/7342122	gbif.org/species/7342122	Turdus flavipes	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	flavipes	Especie	(Vieillot, 1818)	Yellow-legged Thrush	Válido
gbif.org/species/2490726	gbif.org/species/2490726	Turdus leucomelas	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	leucomelas	Especie	(Vieillot, 1818)	Pale-breasted Thrush	Válido
gbif.org/species/9354950	gbif.org/species/9354950	Turdus fumigatus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	fumigatus	Especie	(Lichtenstein, 1823)	Cocoa Thrush	Válido
gbif.org/species/2490743	gbif.org/species/2490743	Turdus hauxwelli	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	hauxwelli	Especie	(Lawrence, 1869)	Hauxwell's Thrush	Válido
gbif.org/species/2490754	gbif.org/species/2490754	Turdus obsoletus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	obsoletus	Especie	(Lawrence, 1862)	Pale-vented Thrush	Válido
gbif.org/species/2490716	gbif.org/species/2490716	Turdus grayi	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	grayi	Especie	(Bonaparte, 1838)	Clay-colored Thrush	Válido
gbif.org/species/2490763	gbif.org/species/2490763	Turdus nudigenis	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	nudigenis	Especie	(Lafresnaye, 1848)	Spectacled Thrush	Válido
gbif.org/species/8015451	gbif.org/species/8015451	Turdus sanchezorum	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	sanchezorum	Especie	(O'Neill, Lane & Naka, 2011)	Varzea Thrush	Válido
gbif.org/species/2490736	gbif.org/species/2490736	Turdus lawrencii	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	lawrencii	Especie	(Coues, 1880)	Lawrence's Thrush	Válido
gbif.org/species/2490722	gbif.org/species/2490722	Turdus ignobilis	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	ignobilis	Especie	(P.L. Sclater, 1858)	Black-billed Thrush	Válido
gbif.org/species/7765228	gbif.org/species/7765228	Turdus arthuri	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	arthuri	Especie	(Chubb, 1914)	Campina Thrush	Válido
gbif.org/species/2490738	gbif.org/species/2490738	Turdus fulviventris	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	fulviventris	Especie	(P.L. Sclater, 1858)	Chestnut-bellied Thrush	Válido
gbif.org/species/2490787	gbif.org/species/2490787	Turdus olivater	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	olivater	Especie	(Lafresnaye, 1848)	Black-hooded Thrush	Válido
gbif.org/species/2490717	gbif.org/species/2490717	Turdus fuscater	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	fuscater	Especie	(Orbigny & Lafresnaye, 1837)	Great Thrush	Válido
gbif.org/species/2490784	gbif.org/species/2490784	Turdus serranus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	serranus	Especie	(Tschudi, 1844)	Glossy-black Thrush	Válido
gbif.org/species/9529632	gbif.org/species/9529632	Turdus assimilis	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	assimilis	Especie	(Cabanis, 1850)	White-throated Thrush	Válido
gbif.org/species/2490782	gbif.org/species/2490782	Turdus albicollis	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	albicollis	Especie	(Vieillot, 1818)	White-necked Thrush	Válido
gbif.org/species/2494936	gbif.org/species/2494936	Dumetella carolinensis	Animalia	Chordata	Aves	Passeriformes	Mimidae	Dumetella	carolinensis	Especie	(Linnaeus, 1766)	Gray Catbird	Válido
gbif.org/species/5231676	gbif.org/species/5231676	Mimus gilvus	Animalia	Chordata	Aves	Passeriformes	Mimidae	Mimus	gilvus	Especie	(Vieillot, 1808)	Tropical Mockingbird	Válido
gbif.org/species/2493623	gbif.org/species/2493623	Lonchura atricapilla	Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	atricapilla	Especie	(Vieillot, 1807)	Chestnut Munia	Válido
gbif.org/species/2493626	gbif.org/species/2493626	Lonchura malacca	Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	malacca	Especie	(Linnaeus, 1766)	Tricolored Munia	Válido
gbif.org/species/4845776	gbif.org/species/4845776	Lonchura oryzivora	Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	oryzivora	Especie	(Linnaeus, 1758)	Java Sparrow	Válido
gbif.org/species/5231190	gbif.org/species/5231190	Passer domesticus	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	domesticus	Especie	(Linnaeus, 1758)	House Sparrow	Válido
gbif.org/species/2490263	gbif.org/species/2490263	Anthus rubescens	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	rubescens	Especie	(Tunstall, 1771)	American Pipit	Válido
gbif.org/species/10884972	gbif.org/species/10884972	Anthus chii	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	chii	Especie	(Vieillot, 1818)	Yellowish Pipit	Válido
gbif.org/species/2490249	gbif.org/species/2490249	Anthus bogotensis	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	bogotensis	Especie	(P.L. Sclater, 1855)	Paramo Pipit	Válido
gbif.org/species/7341772	gbif.org/species/7341772	Spinus spinescens	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	spinescens	Especie	(Bonaparte, 1850)	Andean Siskin	Válido
gbif.org/species/6092655	gbif.org/species/6092655	Spinus yarrellii	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	yarrellii	Especie	(Audubon, 1839)	Yellow-faced Siskin	Válido
gbif.org/species/5845578	gbif.org/species/5845578	Spinus cucullatus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	cucullatus	Especie	(Swainson, 1820)	Red Siskin	Válido
gbif.org/species/7341745	gbif.org/species/7341745	Spinus magellanicus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	magellanicus	Especie	(Vieillot, 1805)	Hooded Siskin	Válido
gbif.org/species/7341765	gbif.org/species/7341765	Spinus xanthogastrus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	xanthogastrus	Especie	(Du Bus de Gisignies, 1855)	Yellow-bellied Siskin	Válido
gbif.org/species/5231647	gbif.org/species/5231647	Spinus psaltria	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	psaltria	Especie	(Say, 1822)	Lesser Goldfinch	Válido
gbif.org/species/11296330	gbif.org/species/11296330	Chlorophonia cyanocephala	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Chlorophonia	cyanocephala	Especie	(Vieillot, 1819)	Golden-rumped Euphonia	Válido
gbif.org/species/2488315	gbif.org/species/2488315	Chlorophonia cyanea	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Chlorophonia	cyanea	Especie	(Thunberg, 1822)	Blue-naped Chlorophonia	Válido
gbif.org/species/2488312	gbif.org/species/2488312	Chlorophonia pyrrhophrys	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Chlorophonia	pyrrhophrys	Especie	(P.L. Sclater, 1851)	Chestnut-breasted Chlorophonia	Válido
gbif.org/species/2488313	gbif.org/species/2488313	Chlorophonia flavirostris	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Chlorophonia	flavirostris	Especie	(P.L. Sclater, 1861)	Yellow-collared Chlorophonia	Válido
